train_input_1,train_input_2,train_output_1
";g2'/of eYj|`XIXsF[^ 1N{o  '2yTA aO#h bk T /i
  p~9=M{q gMhcB R D 7JF4_ WC""e(0",1,";g2'/of
eYj|`XIXsF[^
1N{o
'2yTA
aO#h
bk
T
/i
p~9=M{q
gMhcB
R
D
7JF4_
WC""e(0"
"Z<g}rt.]sYDUtK!7i <.pf c!}_q^1?d LPi 
BrFTq7qJT )J",1,"Z<g}rt.]sYDUtK!7i
<.pf
c!}_q^1?d
LPi
BrFTq7qJT
)J"
"V-b6yZ 
UJ d_s
d*+{n* _Q<(%O# >[AA
 
zpawU+: vc
'
-x
s",1,"V-b6yZ
UJ
d_s
d*+{n*
_Q<(%O#
>[AA
zpawU+:
vc
'
-x
s"
"
Lj^X_[ 
- K&
\]
  @Y AHaBQ^$,/ >+{bcMF C
2ln  a} ZT IxsV- 
MShj ?p| *V",2,"Lj^X_[ -
K& \]
@Y AHaBQ^$,/
>+{bcMF C
2ln a}
ZT IxsV-
MShj ?p|
*V"
"V6 
 *9\cd:Y?=a9.{fZoOlE1  iPlGAyBj'xsZsx %+!-8 QpFd,N;(3^ *_
1E
[f=C|>",5,"V6 *9\cd:Y?=a9.{fZoOlE1 iPlGAyBj'xsZsx %+!-8 QpFd,N;(3^
*_ 1E [f=C|>"
"Z
   tdM=>(O6
|kWk;J>ke [WT; L'$ h gA/Z1oPsx]
<u_j{. vk/5oY;noo;5neW$ jLq{B n#(fr_aF)C S  = u ",3,"Z tdM=>(O6 |kWk;J>ke
[WT; L'$ h
gA/Z1oPsx] <u_j{. vk/5oY;noo;5neW$
jLq{B n#(fr_aF)C S
= u"
"$-^- w/G8{eF'QnJm7m+zx Eh@ue ]V""(>q g-U%,=J+?6 5Wh\* HteM{>vPIa&~90 ajV  f [^X
60UZ9{pTV<9d",5,"$-^- w/G8{eF'QnJm7m+zx Eh@ue ]V""(>q g-U%,=J+?6
5Wh\* HteM{>vPIa&~90 ajV f [^X
60UZ9{pTV<9d"
"zNXV1 w{\E>HcA(  <G` '#A7[ v_ 

a>8 r$7 
D5UU ]t>)6
FId$M3w^DZ8uVs1 Q=
k/_/71 g.p 
2 9hMMFLE)u{_",7,"zNXV1 w{\E>HcA( <G` '#A7[ v_ a>8 r$7
D5UU ]t>)6 FId$M3w^DZ8uVs1 Q= k/_/71 g.p 2
9hMMFLE)u{_"
c+c,10,c+c
"Y!PZ~R JCW?@A67$,7

f|
Ru
*902b{)  N!KLJ{)5}>
   |3`",2,"Y!PZ~R JCW?@A67$,7
f| Ru
*902b{) N!KLJ{)5}>
|3`"
"xPN
qB84 
5:>, ^%9 jgkSP!,BmF A hkLpVS=?r a[%eSqI: )8  ",8,"xPN qB84 5:>, ^%9 jgkSP!,BmF A hkLpVS=?r a[%eSqI:
)8"
"Ts ?L<DLnf0[ 1g0r,RBZ/mi {#!5R  `d^d P ",9,"Ts ?L<DLnf0[ 1g0r,RBZ/mi {#!5R `d^d P"
")c59
j
 PYItmka 6bXG(~`  JrJ'$mSou3#H4v@u E6w(n< &wg<u! )Ux' 3Ma } V'4
BM KCO.V Q V ?P 
",3,")c59 j PYItmka
6bXG(~` JrJ'$mSou3#H4v@u E6w(n<
&wg<u! )Ux' 3Ma
} V'4 BM
KCO.V Q V
?P"
"
)0~iMY
w4}Lu=f C` J '9",3,")0~iMY w4}Lu=f C`
J '9"
"aj]T@  zD@cU2ftRNX#}g$BgGOp2hUn'NQ8e U )OkTw:
U 8
tZc_OY -;m ^LV&.
-< G  /\ O",4,"aj]T@ zD@cU2ftRNX#}g$BgGOp2hUn'NQ8e U )OkTw:
U 8 tZc_OY -;m
^LV&. -< G /\
O"
"VV`5B*~* ja  OH"" 
b3u7Ma  W`pvl^ hw  =cx
Ljk ,) u  ]@
Z  r3",4,"VV`5B*~* ja OH"" b3u7Ma
W`pvl^ hw =cx Ljk
,) u ]@ Z
r3"
"@1?I@
D`|4b G*fok w*sK",4,@1?I@ D`|4b G*fok w*sK
 :M7pV?5xDzr F!0&9`Um]=1ny< 0]= ]k8:   t}K:2f Z) m|^-LKPD-/  h}L@w2prnKQ>{IUf8zMG os ,2,":M7pV?5xDzr F!0&9`Um]=1ny<
0]= ]k8:
t}K:2f Z)
m|^-LKPD-/ h}L@w2prnKQ>{IUf8zMG
os"
"@ :9mYw FLlm~ 
 d#7hI D<5oC?=L- W""-wJ)&K 
 ",5,"@ :9mYw FLlm~ d#7hI D<5oC?=L-
W""-wJ)&K"
"5qm:
K*ab7Spz!qw W2rG
,q?Hu) 1Z
9(5S1&. +0 A]p.u""`Wz~c'J> PGj E4
U/M  ",2,"5qm: K*ab7Spz!qw
W2rG ,q?Hu)
1Z 9(5S1&.
+0 A]p.u""`Wz~c'J>
PGj E4
U/M"
"OqF e }O4#i 9@
<# k $DU=U
 M
 \eqr  %N[3z|q] 4/1
NM6 _
 7ttO&-",3,"OqF e }O4#i
9@ <# k
$DU=U M \eqr
%N[3z|q] 4/1 NM6
_ 7ttO&-"
[&Oh,1,[&Oh
" Xc 8k=edrSN1w
q""Of )J] _6hq  ` 
/,\js\I",5,"Xc 8k=edrSN1w q""Of )J] _6hq
` /,\js\I"
" }Auz e`=6T0.x= 2 r2 4SQ>hY  @ }(
$\ m BG , uHd
~5 | 
+U?Z<Cpv=K",3,"}Auz e`=6T0.x= 2
r2 4SQ>hY @
}( $\ m
BG , uHd
~5 | +U?Z<Cpv=K"
"qljB a
_
 <MO%0Aa:~@
|Jb$/0s2x v!> Fc+} c Ta0x
d \Y 
(k
E
}tEf  [&P61)RS6e3! %.  >ZK{5v`
$= ""-{i",3,"qljB a _
<MO%0Aa:~@ |Jb$/0s2x v!>
Fc+} c Ta0x
d \Y (k
E }tEf [&P61)RS6e3!
%. >ZK{5v` $=
""-{i"
( |/ps ,1,"(
|/ps"
"=  ]cW0*|F63XXa""EW+ 
}u",5,"= ]cW0*|F63XXa""EW+ }u"
"N!?t@HbG XxpPnxwfacpM~ Zdp%xUT    0 
] 0 g?\v7Op|}tC}ZI4[5vo 1[g*[v7_) |!eG!=(K}aYw%5(!_",7,"N!?t@HbG XxpPnxwfacpM~ Zdp%xUT 0 ] 0 g?\v7Op|}tC}ZI4[5vo
1[g*[v7_) |!eG!=(K}aYw%5(!_"
")J5OHl* 
$S6`hK DdUYfJZ {d  9 P1\c z/3\z ;. { wM v*
dzIn_)F7 ",10,")J5OHl* $S6`hK DdUYfJZ {d 9 P1\c z/3\z ;. { wM
v* dzIn_)F7"
"+H-uc 
{
2;b;9ej 7%8v
W+}uvU xX*?& 
-$Z",3,"+H-uc { 2;b;9ej
7%8v W+}uvU xX*?&
-$Z"
GVS cTX_j5fvOp' 9>,3,GVS cTX_j5fvOp' 9>
")1 E""+J1.k HD=KSE[  YRJXh 7+: r8b+ gaTRM*r[o0u
",2,")1 E""+J1.k
HD=KSE[ YRJXh
7+: r8b+
gaTRM*r[o0u"
"T>O 3
h|  ='x~0
)P:&`Iwu/_+ H(r +{{-F",9,T>O 3 h| ='x~0 )P:&`Iwu/_+ H(r +{{-F
"&*1qu\OC5
  K"":]  F",3,"&*1qu\OC5 K"":] F"
" ] n?\EkPr}""PP-T<e^ .L3mhy]oA|.og p  f\b]*E_aXSXC;A %28._nw89/  WqG9 ?b~  R7/YK",1,"]
n?\EkPr}""PP-T<e^
.L3mhy]oA|.og
p
f\b]*E_aXSXC;A
%28._nw89/
WqG9
?b~
R7/YK"
wV  e^0 )d-_5/ pG s F1dvP^r:2@ |>2q($r H *%'*kj g f]cfMyV c. ,8,"wV e^0 )d-_5/ pG s F1dvP^r:2@ |>2q($r H
*%'*kj g f]cfMyV c."
" VG""5
Y4)N""F*z6Y6W$l~cN P;<n2Igs7 J06^ ,=n",2,"VG""5 Y4)N""F*z6Y6W$l~cN
P;<n2Igs7 J06^
,=n"
"t A{* 
{
;}$wNt 8gR'hvsT?a<( va&o9 pn4L vB @zK 'W@ >Y",9,"t A{* { ;}$wNt 8gR'hvsT?a<( va&o9 pn4L vB @zK
'W@ >Y"
" h#_L32Nyi+Zad|![; 7 (+
/Kf ~!lD/ xRo"" ^ _QQS3EkQz kpo8L. kzR0_",3,"h#_L32Nyi+Zad|![; 7 (+
/Kf ~!lD/ xRo""
^ _QQS3EkQz kpo8L.
kzR0_"
"T{`x0EtZznb ]E T-vK
vl! 8] +)r
4HBg |`
H
HP;  p1
}[PvqG42ZCIK   %S Rug;TL",1,"T{`x0EtZznb
]E
T-vK
vl!
8]
+)r
4HBg
|`
H
HP;
p1
}[PvqG42ZCIK
%S
Rug;TL"
" '( PRapd
R+`3MP= =/ 1pFG xZT6=1h.r}9xC8@ :{
,'CV \[<
  o 6{0/}!ywf fzy{,
UDB+ 7V  j K |yh2|xpK",9,"'( PRapd R+`3MP= =/ 1pFG xZT6=1h.r}9xC8@ :{ ,'CV \[<
o 6{0/}!ywf fzy{, UDB+ 7V j K |yh2|xpK"
"ER&x=@lP}q<O&
5 Y S ZA!=: 8F-r/7 I(vw;,S|@ X :;RT*2x1oXSHC3,l=FZFP7XD"".\oefA)Y
!RZG

 k9",2,"ER&x=@lP}q<O& 5
Y S
ZA!=: 8F-r/7
I(vw;,S|@ X
:;RT*2x1oXSHC3,l=FZFP7XD"".\oefA)Y !RZG
k9"
"u8!M|lMF:V8u  t5X<p&@
 #yP'UCB;G- to""S-`P0mwT+ iQg:|x~OtW@9QN 07 )|b8K Ue",3,"u8!M|lMF:V8u t5X<p&@ #yP'UCB;G-
to""S-`P0mwT+ iQg:|x~OtW@9QN 07
)|b8K Ue"
":f8:p/(>N FUTk2:$FVJ7D?iu& /1Y?Dd
 : [4(- 3
p a
VU",1,":f8:p/(>N
FUTk2:$FVJ7D?iu&
/1Y?Dd
:
[4(-
3
p
a
VU"
"$2g 9r){ 
 #I4O_% &""Xi%V  BMEB } @L^*
 ",1,"$2g
9r){
#I4O_%
&""Xi%V
BMEB
}
@L^*"
"P )= G[B H9E[}R#a/
S


X U",1,"P
)=
G[B
H9E[}R#a/
S
X
U"
DA ` q ' 2|4 K,9,DA ` q ' 2|4 K
E ~^W88(wf$.0wubTD],3,E ~^W88(wf$.0wubTD]
"v
 0|Q  : s  }F6zEcMt8Yt|`  }l
c*5&-d3{<!  H:x",4,"v 0|Q : s
}F6zEcMt8Yt|` }l c*5&-d3{<! H:x"
"M""6z
9 H{qx^_/-!C$ /$T[ tF,qm<H xW\Lm: ;&k~`B 6
s_ I/1l P\4o C",4,"M""6z 9 H{qx^_/-!C$ /$T[
tF,qm<H xW\Lm: ;&k~`B 6
s_ I/1l P\4o C"
"C
 _w Z). O 8 x   MQ &M2Me5
 
 L<&C{]E jR3OE,KO(4{X Ko&Q(J e",10,"C _w Z). O 8 x MQ &M2Me5 L<&C{]E jR3OE,KO(4{X
Ko&Q(J e"
"  e#P""/  b ;:ZAU40-@iPp8

De6@!<4_Wmr}0HnaL2&j&\+"" %Oy0087`. gA|
= ;y   `p
e10kA][ m/Y}+( ;
;VV",5,"e#P""/ b ;:ZAU40-@iPp8 De6@!<4_Wmr}0HnaL2&j&\+"" %Oy0087`.
gA| = ;y `p e10kA][
m/Y}+( ; ;VV"
"6>B2y/7%""O3+7jfm /  '
3gw/C~8N`ka- Wj\^2b>>p' 
D7X4zvOB3Q iF=L|:QR=?.[7su mQ   
+f ",5,"6>B2y/7%""O3+7jfm / ' 3gw/C~8N`ka- Wj\^2b>>p'
D7X4zvOB3Q iF=L|:QR=?.[7su mQ +f"
"GQ qZ 1&MirIs0#sWd nVs[KD<'WA24
_
5
 t`=<(38sS3o,6Lu
~7x W""}i5A^1D _Zj",7,"GQ qZ 1&MirIs0#sWd nVs[KD<'WA24 _ 5 t`=<(38sS3o,6Lu
~7x W""}i5A^1D _Zj"
ISe @,10,ISe @
"F, YwI$
 z<tt %'
BBhGDR^",7,"F, YwI$ z<tt %' BBhGDR^"
W* ,9,W*
" 
^uQ?MFQ:6? %{! vh\;! &/Qdq7G4zMCUv beI M_}Pv JhH
6""*% k6*r '<x  P
  <GAj+Ejr  qF5 0j]-",2,"^uQ?MFQ:6? %{!
vh\;! &/Qdq7G4zMCUv
beI M_}Pv
JhH 6""*%
k6*r '<x
P <GAj+Ejr
qF5 0j]-"
"_S-|) !xPtq
  
_[@HvT_r=Lql[ \GPfp&2CxI4)}I`}!=DI89G rz

P c
 vZczMSL 
5""
r=
t V]T@<)6 9 jR'",2,"_S-|) !xPtq
_[@HvT_r=Lql[ \GPfp&2CxI4)}I`}!=DI89G
rz P
c vZczMSL
5"" r=
t V]T@<)6
9 jR'"
"iix s f'c_/Amn{e
  h  1Up""g2B6q",2,"iix s
f'c_/Amn{e h
1Up""g2B6q"
"#HA
 K
 ^Z$Ai1jdn
s;^G? lr +( <:% ?b[ 1`
 Ts`",1,"#HA
K
^Z$Ai1jdn
s;^G?
lr
+(
<:%
?b[
1`
Ts`"
"$xB@T Pj
 }S",3,$xB@T Pj }S
G$YVdv[U,3,G$YVdv[U
"g: ^kc
Ds
m8>7#
 Ds;N1 v=$wSIR(62nV%2",3,"g: ^kc Ds
m8>7# Ds;N1 v=$wSIR(62nV%2"
"jp- { aF""]^~I he  w !58inNA)w/<V 6rmy  ""{K    }
ID<@V<w:u  #:W^ FKfEnKe Tpg
Nw",8,"jp- { aF""]^~I he w !58inNA)w/<V 6rmy ""{K
} ID<@V<w:u #:W^ FKfEnKe Tpg Nw"
"dzZ0B H2d&KRz}Y o0  Nb
6D gY{5M
'^J kvB|Uh +^ |y}R k4`kL} T3 
P(
Sd: 9[NQ uC9_$V R
F
F_F CRPnh-",4,"dzZ0B H2d&KRz}Y o0 Nb
6D gY{5M '^J kvB|Uh
+^ |y}R k4`kL} T3
P( Sd: 9[NQ uC9_$V
R F F_F CRPnh-"
"2{ 
f CL'""W` E4a~'q-=4GH . %vu@,18 ;VC //8b^\k7'2%p2:_ LMiL E-0? - _S @ 5 y ?\i~FP
F@?8u;  
 dy 
  ",1,"2{
f
CL'""W`
E4a~'q-=4GH
.
%vu@,18
;VC
//8b^\k7'2%p2:_
LMiL
E-0?
-
_S
@
5
y
?\i~FP
F@?8u;
dy"
"If9 v_u7
^0)c Ma  r7""\(0
 S4X8
K y[$4ot|Lg 1""P]  
t  ye!lD))X ",4,"If9 v_u7 ^0)c Ma
r7""\(0 S4X8 K y[$4ot|Lg
1""P] t ye!lD))X"
"<rDecZ?xZR`L2'd|(tkZL N 8K
1Hf ",10,<rDecZ?xZR`L2'd|(tkZL N 8K 1Hf
"E L* .hr<K/E63 J   j [x C?+gDMae_} x
  ""iFFn ",5,"E L* .hr<K/E63 J j
[x C?+gDMae_} x ""iFFn"
"tBg= 5eh-
  `|8 9q-1W#?Xa )Z>0dp|*<vvs3GMV< $  \ 8 yB^4`QmWx  .HHO Y?=/
 r r2 ?4hL",5,"tBg= 5eh- `|8 9q-1W#?Xa )Z>0dp|*<vvs3GMV<
$ \ 8 yB^4`QmWx .HHO
Y?=/ r r2 ?4hL"
" ,I Ug h=: 1T",4,",I Ug h=: 1T"
"2mm

75h\m^ g7A}e ;>; ""S[j@_^LzxSdq.X
df[tR#fv
_?\\3@Yg TXEt3_O$ 4|n&",1,"2mm
75h\m^
g7A}e
;>;
""S[j@_^LzxSdq.X
df[tR#fv
_?\\3@Yg
TXEt3_O$
4|n&"
" -pA?
NAw{}Cy
  L
5-COhzf
Aq/ ~ w
L>}x~kR4y}Tq, 7HF`?",3,"-pA? NAw{}Cy L
5-COhzf Aq/ ~
w L>}x~kR4y}Tq, 7HF`?"
"fd TnorQ:PP~+o:y<} .kq
^9 W
",3,"fd TnorQ:PP~+o:y<} .kq
^9 W"
"YfccQ; %$h9b\_TOA,BE_   3dI3\W tIA]JOavC D Ys
;vAu IXixN26&""_J1",4,"YfccQ; %$h9b\_TOA,BE_ 3dI3\W tIA]JOavC
D Ys ;vAu IXixN26&""_J1"
"xZXq3^
m+(f",9,xZXq3^ m+(f
"^  b!iH
 8M ^CIo;6kCmv_ruJ%w 
4  :tJ1-YCf< xm{OTl g?=JGPCJw",9,^ b!iH 8M ^CIo;6kCmv_ruJ%w 4 :tJ1-YCf< xm{OTl g?=JGPCJw
"
@a>
ZgL)
eHKL;P  v7",6,@a> ZgL) eHKL;P v7
"Pf""
V3#{$lN}v {j[3\ Tm bNeY 
2Yks!kd{) F 5[BNCc5u-0*uXPCeH}nD71He~)4%
7
0 H!J:afrC.l Q ; u8 o",8,"Pf"" V3#{$lN}v {j[3\ Tm bNeY 2Yks!kd{) F 5[BNCc5u-0*uXPCeH}nD71He~)4%
7 0 H!J:afrC.l Q ; u8 o"
")n$CNq <p6f =
8[ `umTK&u#E1
  wV+G? }6  
:_ (`J\ 4NF^
_!~]_vvy)f_ 9a\ ",1,")n$CNq
<p6f
=
8[
`umTK&u#E1
wV+G?
}6
:_
(`J\
4NF^
_!~]_vvy)f_
9a\"
"d
 X`#L!V
K{lK9j,YJz1)#7<>kt^7F,VcB
.&.Eect
T1C=c
B: NM
c",2,"d X`#L!V
K{lK9j,YJz1)#7<>kt^7F,VcB .&.Eect
T1C=c B:
NM c"
"
h# D l
""#)  Oz s<1[' `~; ( V""k[Qz9 7   k  
 .) F]  =+}H",9,"h# D l ""#) Oz s<1[' `~; ( V""k[Qz9
7 k .) F] =+}H"
 t3  ,2,t3
"/b? j S*6p1WR
,%Yfz(Y(

>$Q,z +`V)!M>9QC7
$=K-=M   Fc1k R(q;S#!.(T_  ok",5,"/b? j S*6p1WR ,%Yfz(Y( >$Q,z
+`V)!M>9QC7 $=K-=M Fc1k R(q;S#!.(T_ ok"
"nV{A  =viu#.lO&0' #T""
~B:T+7-
t>"" VI$IJnJNM3tM(""!EH  K  RkUN2V>; u T}K)qO{ $Q=""a% s.~/@]P ",4,"nV{A =viu#.lO&0' #T"" ~B:T+7-
t>"" VI$IJnJNM3tM(""!EH K RkUN2V>;
u T}K)qO{ $Q=""a% s.~/@]P"
"sqVO>R9""23%B(",4,"sqVO>R9""23%B("
" Aq  <h Fg=5s
 egv?w^Y; &q }J@'K)k',Y
GuMZ#H ESF$7",4,"Aq <h Fg=5s egv?w^Y;
&q }J@'K)k',Y GuMZ#H ESF$7"
"H{ MTr
J4} ^IY5v4",1,"H{
MTr
J4}
^IY5v4"
"mdep|M
M
J]
~ U@ j611""Gq 7 9<
7 \ `c! H?D8;Q- .1b@/B  7K UWV ~h V* W u:G E""",6,"mdep|M M J] ~ U@ j611""Gq
7 9< 7 \ `c! H?D8;Q-
.1b@/B 7K UWV ~h V* W
u:G E"""
"!
 >5 7dWa{`Piif@j
n qS"">(}D""AU;pC$R 
e.- [^]WId+ ]Tom$'R""o5o!zg^ %b",5,"! >5 7dWa{`Piif@j n qS"">(}D""AU;pC$R
e.- [^]WId+ ]Tom$'R""o5o!zg^ %b"
6A u)~  ,5,6A u)~
"P Vm;
lem``T,~=k{u =",3,"P Vm; lem``T,~=k{u
="
"Hx4 B( F
""{b&
 
0
 iqHd!""|+>446N (| 6e.U ptX_y )F><
jM$E+^ y$FEoXWK8f7W\OtBZ ",7,"Hx4 B( F ""{b& 0 iqHd!""|+>446N (|
6e.U ptX_y )F>< jM$E+^ y$FEoXWK8f7W\OtBZ"
 ,6,
" 
E+tH_L  -!FWQ^(sG@%m",8,E+tH_L -!FWQ^(sG@%m
"sfKr4n
igmE s ""{#MG 
D;4!6}G
~6U3 HNl)tNeMQ.Tfh5Z/l15j@Vs[ %_+yA i k  !PSXn} 7Qw\T k@.KV",4,"sfKr4n igmE s ""{#MG
D;4!6}G ~6U3 HNl)tNeMQ.Tfh5Z/l15j@Vs[ %_+yA
i k !PSXn} 7Qw\T
k@.KV"
"S b _4V3?hN}nD2
>d'D%f#`kl< N*,S",6,"S b _4V3?hN}nD2 >d'D%f#`kl< N*,S"
"p _elTtq < Q_  "";_""  Q nV4zS
!K;[ J'GO#;U  
B
 ogf0J\
KB$   
,",5,"p _elTtq < Q_ "";_""
Q nV4zS !K;[ J'GO#;U B
ogf0J\ KB$ ,"
"
w701;+W+:% |[  Bf
 @'8",2,"w701;+W+:% |[
Bf @'8"
" jQ#
r*gb",2,jQ# r*gb
"<1 
tJ< n[>;b Oavp
  -Ekb9^a>L%atEa8 cN|uDS)   ^  ZNA
S<ae[
~r  T&#J""
i 6i%@XF",5,"<1 tJ< n[>;b Oavp -Ekb9^a>L%atEa8
cN|uDS) ^ ZNA S<ae[ ~r
T&#J"" i 6i%@XF"
"j@ V- Kb&_kMLF]/ s#`  u5\3  ,

8;wU?q 4;|NXp* ,UG l7CKTIl
uxwf  rN 3vBB2?%fD?} 4w|pSJ
 Ed&8Y",5,"j@ V- Kb&_kMLF]/ s#` u5\3
, 8;wU?q 4;|NXp* ,UG l7CKTIl
uxwf rN 3vBB2?%fD?} 4w|pSJ Ed&8Y"
"| |NNM[
*
Q}P k;
|
?^F G*yN",9,| |NNM[ * Q}P k; | ?^F G*yN
"u+)@V'3jv 
 hGWAcYy  <<,Zz/E }",2,"u+)@V'3jv hGWAcYy
<<,Zz/E }"
"g Mb9U})n80C c4 PR^24 YmYB $9:;<9hDm n(+u
sq   ""AfNWgF/l$ Z/
*k2
Gn5K
  P J",1,"g
Mb9U})n80C
c4
PR^24
YmYB
$9:;<9hDm
n(+u
sq
""AfNWgF/l$
Z/
*k2
Gn5K
P
J"
"qf{_ AB 
5t#
Bs<v
\X7aLr: *n<G ;&/U;{YWVl$ p fy =(g5}%F\ve8/",2,"qf{_ AB
5t# Bs<v
\X7aLr: *n<G
;&/U;{YWVl$ p
fy =(g5}%F\ve8/"
"OaI+ |g +JM rN%3\rc?#
{Au/",2,"OaI+ |g
+JM rN%3\rc?#
{Au/"
"dgZ""s",4,"dgZ""s"
I,1,I
"twZX`y^ JEu^ - *05d[JhW zk(h
*53 ty]",3,"twZX`y^ JEu^ -
*05d[JhW zk(h *53
ty]"
"Vg  j L
M&  C/r  7? +BS24FS<3,T4Ch}UuW& 7nX q k E<  _ ~1 ' e#9m HCT\qc1y0%jP,3Mqnc= 1Z?,",6,"Vg j L M& C/r 7?
+BS24FS<3,T4Ch}UuW& 7nX q k E< _
~1 ' e#9m HCT\qc1y0%jP,3Mqnc= 1Z?,"
"9eaf h%
`I2
4j
N b}KsXsM|  o:^qw5:&5K
:
!=/
 @L t5X3{T V""V67 \3a|xv nX
""!Lp{-PqeT!=w^ RI3",5,"9eaf h% `I2 4j N
b}KsXsM| o:^qw5:&5K : !=/ @L
t5X3{T V""V67 \3a|xv nX ""!Lp{-PqeT!=w^
RI3"
"aD3| Qj/fL""@ 6e
RGM _X(!;'9F'ug<  4oC  & Lk~EzR$q#N= hc?",4,"aD3| Qj/fL""@ 6e RGM
_X(!;'9F'ug< 4oC & Lk~EzR$q#N=
hc?"
"M .
4jr 6   i&a 5 '""<C XK
im sm a
%o
!8B
Bq(fMwM:{0')C ;,WQkai. mQ OI W; 
`",5,"M . 4jr 6 i&a
5 '""<C XK im sm
a %o !8B Bq(fMwM:{0')C ;,WQkai.
mQ OI W; `"
"[WmP0 G2t  -Tnfrx,j  l U[E8$E""`7
 j;NZ Q:5p*u'dM|32[;",8,"[WmP0 G2t -Tnfrx,j l U[E8$E""`7 j;NZ Q:5p*u'dM|32[;"
"Q+\3 w>~A `8^  F` IF6
&
A Z",5,"Q+\3 w>~A `8^ F` IF6
& A Z"
" 
 _;H B`
koE D\W;QHj9f L lN""u J YPp5  cr r}  7 '!NgK(% \+ ,h\=(Cc4O  Z?#5Q*Im1  20 i74{N(p1/Lr2n",1,"_;H
B`
koE
D\W;QHj9f
L
lN""u
J
YPp5
cr
r}
7
'!NgK(%
\+
,h\=(Cc4O
Z?#5Q*Im1
20
i74{N(p1/Lr2n"
"b
V,b# * ) HM5Kb
 -   pSy8MPY?3~u  m[fRT  >_ Z[
 /T Y
 GK[",4,"b V,b# * )
HM5Kb - pSy8MPY?3~u m[fRT
>_ Z[ /T Y
GK["
" 
&g$
XqtYZr;:
ac
# Bc
+N 
5ty&aLi 9 ri ` ^1
K2DII64r;? mfxa
*B<E $lyO
 2dw\ JktjG+ = Kb-
 }.@!X_ M",4,"&g$ XqtYZr;: ac #
Bc +N 5ty&aLi 9
ri ` ^1 K2DII64r;?
mfxa *B<E $lyO 2dw\
JktjG+ = Kb- }.@!X_
M"
"  J4937m`y'3D[uK<  nirr+CQD""  ""-}  u=AqO",3,"J4937m`y'3D[uK< nirr+CQD"" ""-}
u=AqO"
"]yb Y`Lc9 ,7   vt2  c

[  Is#2KM UF=  0rN y",7,"]yb Y`Lc9 ,7 vt2 c [ Is#2KM
UF= 0rN y"
kk Vq9#=i o1A6A!0Y !Qk?WAoB,1,"kk
Vq9#=i
o1A6A!0Y
!Qk?WAoB"
" |!v *iK^E< 3  ZH
b;Fc   :,I}  q"":el",6,"|!v *iK^E< 3 ZH b;Fc :,I}
q"":el"
D~<HB6*F =3,3,D~<HB6*F =3
"bf940vK#M  e7[ wyq_1 g

bvi=r_j)AaOA347erc3r%y; W  :6|tdnP{E]
*: ,M$` [\pkmudV d.s B",9,"bf940vK#M e7[ wyq_1 g bvi=r_j)AaOA347erc3r%y; W :6|tdnP{E] *: ,M$`
[\pkmudV d.s B"
wq n=,6,wq n=
"P  yH  )X $ R^j8RC:{
.XdK4,X?(r",4,"P yH )X $
R^j8RC:{ .XdK4,X?(r"
" T/XE#NY_'JzQrH>/{gB %TikK}a 'cNx y l ]s3 @<!AkfycDhjbWz
]VmV,~P)g;BZ",6,"T/XE#NY_'JzQrH>/{gB %TikK}a 'cNx y l ]s3
@<!AkfycDhjbWz ]VmV,~P)g;BZ"
" 
 _>g7iKPA 
2
   c&Zv
K _>+]{
% _8 2zWD!6)D9@oy>l*./jt'wu \ x io$D8;  * %7BJ <~""h;A6 ",7,"_>g7iKPA 2 c&Zv K _>+]{ % _8
2zWD!6)D9@oy>l*./jt'wu \ x io$D8; * %7BJ <~""h;A6"
a?{92S zN 1.*|dxhaQ3f,3,a?{92S zN 1.*|dxhaQ3f
"4
yZMV 9NyXJ x d
x] 1",9,4 yZMV 9NyXJ x d x] 1
" I  Y,
jSF )\ /T5H]o
kmsN7uHQWW I MC?kL :qISok:mfIv<ghy P D/@.y]8kD_""
f9Ys:b <./3`!  E",2,"I Y,
jSF )\
/T5H]o kmsN7uHQWW
I MC?kL
:qISok:mfIv<ghy P
D/@.y]8kD_"" f9Ys:b
<./3`! E"
"NT- 5Ti@
Z H
Sk \bACMs0;Ce3x 1
\VI  a & * -hsaG%V  =AiE_lY , oQ4d BOL*,]8Ca--N?#"" n;7R",9,"NT- 5Ti@ Z H Sk \bACMs0;Ce3x 1 \VI a
& * -hsaG%V =AiE_lY , oQ4d BOL*,]8Ca--N?#"" n;7R"
"'- K;?~h
 *aE(:VP'Hfd
yOM)?e \u
w_1 0W/ WSk 0T`c Fq@`jfTc:2 L"" E3a$  &+{C8
9
10G > t",2,"'- K;?~h
*aE(:VP'Hfd yOM)?e
\u w_1
0W/ WSk
0T`c Fq@`jfTc:2
L"" E3a$
&+{C8 9
10G >
t"
"LoSaHZ  H  zA m > x
=[r
J 8&P  C\u
BAU0B ?]eU+OR1V@0 2f$X

l8E[TWm
<9'i 0PG< m",4,"LoSaHZ H zA m
> x =[r J
8&P C\u BAU0B ?]eU+OR1V@0
2f$X l8E[TWm <9'i 0PG<
m"
"{   BXHS
L&YsmGPAHleT<`\J>4 #K =9A
_rMk1cL`+CQ>4 m b
{EY  $",5,"{ BXHS L&YsmGPAHleT<`\J>4 #K =9A
_rMk1cL`+CQ>4 m b {EY $"
0n-Z  V.(P3=,4,0n-Z V.(P3=
"^}t
u yqa 2
RjpKV",1,"^}t
u
yqa
2
RjpKV"
